id,data,topic,country,language
14,"{""question"": ""Эксплуатация транспортных средств запрещена, если:"", ""options"": [""Отсутствуют предусмотренные конструкцией подголовники сидений."", ""На одну ось установлены новые и восстановленные шины."", ""В обоих случаях.""], ""correct_index"": 2, ""question_image"": null}","Группа № 3. Неисправности и условия, при которых запрещается эксплуатация транспортных средств",am,ru
15,"{""question"": ""Эксплуатация транспортных средств запрещена, если:"", ""options"": [""Содержание вредных веществ в отработавших газах превышет нормы, установленные законодательством РА."", ""На мотоцикле отсутствуют предусмотренные конструкцией подножки."", ""В обоих случаях.""], ""correct_index"": 2, ""question_image"": null}","Группа № 3. Неисправности и условия, при которых запрещается эксплуатация транспортных средств",am,ru
16,"{""question"": ""Эксплуатация транспортных средств запрещена, если:"", ""options"": [""Нарушена герметичность системы вентиляции картера двигателя."", ""Нарушена герметичность системы питания двигателя."", ""В обоих случаях.""], ""correct_index"": 2, ""question_image"": null}","Группа № 3. Неисправности и условия, при которых запрещается эксплуатация транспортных средств",am,ru
17,"{""question"": ""Эксплуатация транспортных средств запрещена, если:"", ""options"": [""Нарушена герметичность системы вентиляции картера двигателя."", ""На одну ось установлены морозостойкие и неморозостойкие шины."", ""В обоих случаях.""], ""correct_index"": 2, ""question_image"": null}","Группа № 3. Неисправности и условия, при которых запрещается эксплуатация транспортных средств",am,ru
18,"{""question"": ""Эксплуатация транспортных средств запрещена, если:"", ""options"": [""Не работают предусмотренные конструкцией стеклоомыватели."", ""Допустимая норма внешнего шума двигателя превышает величину, предусмотренную стандартом."", ""В обоих случаях.""], ""correct_index"": 2, ""question_image"": null}","Группа № 3. Неисправности и условия, при которых запрещается эксплуатация транспортных средств",am,ru
19,"{""question"": ""Эксплуатация транспортных средств запрещена, если:"", ""options"": [""Авигатель работает с перебоями."", ""Задние противотуманные фонари не подключены к стоп-сигналам."", ""Не работают предусмотренные конструкцией стеклоомыватели."", ""Во всех перечисленных случаях.""], ""correct_index"": 2, ""question_image"": null}","Группа № 3. Неисправности и условия, при которых запрещается эксплуатация транспортных средств",am,ru
20,"{""question"": ""Эксплуатация транспортных средств запрещена, если:"", ""options"": [""Установлены предметы, влекущие опасность травмирования участников дорожного движения."", ""Не работает звуковой сигнал."", ""В обоих случаях.""], ""correct_index"": 2, ""question_image"": null}","Группа № 3. Неисправности и условия, при которых запрещается эксплуатация транспортных средств",am,ru
21,"{""question"": ""Эксплуатация транспортных средств запрещена, если:"", ""options"": [""Имеются люфты в соединениях рамы мотоцикла с рамой бокового прицепа."", ""Спереди установлены противотуманные фары с огнями желтого цвета."", ""В обоих случаях.""], ""correct_index"": 0, ""question_image"": null}","Группа № 3. Неисправности и условия, при которых запрещается эксплуатация транспортных средств",am,ru
22,"{""question"": ""Эксплуатация транспортных средств запрещена, если:"", ""options"": [""На грузовом автомобиле отсутствует медицинская аптечка."", ""Спереди установлены светоотражающие приспособления белого цвета."", ""В обоих случаях.""], ""correct_index"": 0, ""question_image"": null}","Группа № 3. Неисправности и условия, при которых запрещается эксплуатация транспортных средств",am,ru
23,"{""question"": ""Эксплуатация транспортных средств запрещена, если:"", ""options"": [""На мотоцикле с боковым прицепом отсутствует медицинская аптечка."", ""Неисправно опорно-сцепное устройство тягача."", ""В обоих случаях.""], ""correct_index"": 2, ""question_image"": null}","Группа № 3. Неисправности и условия, при которых запрещается эксплуатация транспортных средств",am,ru
24,"{""question"": ""Эксплуатация транспортных средств запрещена, если:"", ""options"": [""Не работают предусмотренные конструкцией транспортного средства ремни безопасности."", ""Установлены предметы, ограничивающие обзорность с места водителя."", ""В обоих случаях.""], ""correct_index"": 2, ""question_image"": null}","Группа № 3. Неисправности и условия, при которых запрещается эксплуатация транспортных средств",am,ru
25,"{""question"": ""Эксплуатация транспортных средств запрещена, если:"", ""options"": [""В конструкцию транспортного средства внесены изменения (переоборудование) без разрешения органа, осуществляющего их учет."", ""Спереди установлены указатели поворота с огнями желтого цвета."", ""В обоих случаях.""], ""correct_index"": 0, ""question_image"": null}","Группа № 3. Неисправности и условия, при которых запрещается эксплуатация транспортных средств",am,ru
26,"{""question"": ""Эксплуатация транспортных средств запрещена, если:"", ""options"": [""Механическое транспортное средство, используемое для обучения практическому вождению, не оборудовано со"", ""Не работает указатель уровня топлива."", ""В обоих случаях.""], ""correct_index"": 0, ""question_image"": null}","Группа № 3. Неисправности и условия, при которых запрещается эксплуатация транспортных средств",am,ru
27,"{""question"": ""Эксплуатация мотоциклов запрещена, если:"", ""options"": [""Отсутствуют предусмотренные конструкцией дуги безопасности."", ""Шины имеют остаточную высоту рисунка протектора 1.6 мм."", ""В обоих случаях.""], ""correct_index"": 0, ""question_image"": null}","Группа № 3. Неисправности и условия, при которых запрещается эксплуатация транспортных средств",am,ru
28,"{""question"": ""Эксплуатация транспортных средств запрещена, если:"", ""options"": [""Спереди установлены указатели поворота с огнями желтого цвета."", ""Отсутствует хотя бы один болт крепления обода колеса."", ""В обоих случаях.""], ""correct_index"": 1, ""question_image"": null}","Группа № 3. Неисправности и условия, при которых запрещается эксплуатация транспортных средств",am,ru
29,"{""question"": ""Эксплуатация транспортных средств запрещена, если:"", ""options"": [""Спереди установлены указатели поворота с огнями оранжевого цвета."", ""Неисправно тягово-сцепное устройство тягача."", ""В обоих случаях.""], ""correct_index"": 1, ""question_image"": null}","Группа № 3. Неисправности и условия, при которых запрещается эксплуатация транспортных средств",am,ru
30,"{""question"": ""Эксплуатация транспортных средств запрещена, если:"", ""options"": [""Спереди установлены светоотражающие приспособления белого цвета."", ""Неисправно тягово-сцепное устройство тягача."", ""В обоих случаях.""], ""correct_index"": 1, ""question_image"": null}","Группа № 3. Неисправности и условия, при которых запрещается эксплуатация транспортных средств",am,ru
31,"{""question"": ""Эксплуатация транспортных средств запрещена, если:"", ""options"": [""Отсутствуют предусмотренные конструкцией ремни безопасности."", ""Сзади установлены фонари заднего хода с огнями белого цвета."", ""В обоих случаях.""], ""correct_index"": 0, ""question_image"": null}","Группа № 3. Неисправности и условия, при которых запрещается эксплуатация транспортных средств",am,ru
32,"{""question"": ""Эксплуатация мотоциклов с боковыми прицепами запрещена, если:"", ""options"": [""Отсутствует предусмотренная конструкцией поперечная рукоятка для пассажира на седле."", ""Шины имеют остаточную высоту рисунка протектора 0.6 мм."", ""Отсутствует медицинская аптечка."", ""Во всех перечисленных случаях.""], ""correct_index"": 3, ""question_image"": null}","Группа № 3. Неисправности и условия, при которых запрещается эксплуатация транспортных средств",am,ru
33,"{""question"": ""Эксплуатация транспортных средств запрещена, если:"", ""options"": [""Не работает предусмотренный конструкцией механизм регулировки положения сидения водителя."", ""Не работают приборы внутреннего освещения салона автобуса."", ""В обоих случаях.""], ""correct_index"": 2, ""question_image"": null}","Группа № 3. Неисправности и условия, при которых запрещается эксплуатация транспортных средств",am,ru
34,"{""question"": ""Эксплуатация транспортных средств запрещена, если:"", ""options"": [""Не работают приборы внутреннего освещения салона легкового автомобиля."", ""Отсутствуют предусмотренные конструкцией подголовники сидений."", ""Во всех перечисленных случаях.""], ""correct_index"": 1, ""question_image"": null}","Группа № 3. Неисправности и условия, при которых запрещается эксплуатация транспортных средств",am,ru
35,"{""question"": ""Эксплуатация транспортных средств запрещена, если:"", ""options"": [""Сзади установлены светоотражающие приспособления красного цвета."", ""Не работает предусмотренный конструкцией спидометр."", ""В обоих случаях.""], ""correct_index"": 1, ""question_image"": null}","Группа № 3. Неисправности и условия, при которых запрещается эксплуатация транспортных средств",am,ru
36,"{""question"": ""Эксплуатация транспортных средств запрещена, если:"", ""options"": [""Суммарный люфт в рулевом управлении легкового автомобиля превышает 10 градусов."", ""Отсутствуют предусмотренные конструкцией грязезащитные фартуки и брызговики."", ""В обоих случаях.""], ""correct_index"": 2, ""question_image"": null}","Группа № 3. Неисправности и условия, при которых запрещается эксплуатация транспортных средств",am,ru
37,"{""question"": ""Эксплуатация транспортных средств запрещена, если:"", ""options"": [""Затруднен пуск двигателя."", ""В автобусе отсутствует медицинская аптечка."", ""В обоих случаях.""], ""correct_index"": 1, ""question_image"": null}","Группа № 3. Неисправности и условия, при которых запрещается эксплуатация транспортных средств",am,ru
38,"{""question"": ""Эксплуатация транспортных средств запрещена, если:"", ""options"": [""В легковом автомобиле отсутствует медицинская аптечка."", ""Установлены фонари заднего хода с огнями красного цвета."", ""В обоих случаях.""], ""correct_index"": 2, ""question_image"": null}","Группа № 3. Неисправности и условия, при которых запрещается эксплуатация транспортных средств",am,ru
39,"{""question"": ""Эксплуатация транспортных средств запрещена, если:"", ""options"": [""В автобусе отсутствует знак „Аварийная остановка\""."", ""Сзади установлены фонари освещения учетного номерного знака с огнями белого цвета."", ""В обоих случаях.""], ""correct_index"": 0, ""question_image"": null}","Группа № 3. Неисправности и условия, при которых запрещается эксплуатация транспортных средств",am,ru
40,"{""question"": ""Эксплуатация транспортных средств запрещена, если:"", ""options"": [""Шины прицепа легкового автомобиля имеют остаточную высоту рисунка протектора менее 1.6 мм."", ""Сзади установлены указатели поворота с огнями оранжевого цвета."", ""В обоих случаях.""], ""correct_index"": 0, ""question_image"": null}","Группа № 3. Неисправности и условия, при которых запрещается эксплуатация транспортных средств",am,ru
41,"{""question"": ""Эксплуатация транспортных средств запрещена, если:"", ""options"": [""Нарушена герметичность гидравлического тормозного привода."", ""Сзади установлены указатели поворота с огнями белого цвета."", ""В обоих случаях.""], ""correct_index"": 2, ""question_image"": null}","Группа № 3. Неисправности и условия, при которых запрещается эксплуатация транспортных средств",am,ru
42,"{""question"": ""Эксплуатация транспортных средств запрещена, если:"", ""options"": [""На одну ось установлены шины различных конструкций."", ""Нарушена герметичность системы питания двигателя."", ""В обоих случаях.""], ""correct_index"": 2, ""question_image"": null}","Группа № 3. Неисправности и условия, при которых запрещается эксплуатация транспортных средств",am,ru
43,"{""question"": ""Эксплуатация транспортных средств запрещена, если:"", ""options"": [""Не работает звуковой сигнал."", ""Система охлаждения не обеспечивает стабильный тепловой режим работы двигателя."", ""В обоих случаях.""], ""correct_index"": 0, ""question_image"": null}","Группа № 3. Неисправности и условия, при которых запрещается эксплуатация транспортных средств",am,ru
44,"{""question"": ""Эксплуатация транспортных средств запрещена, если:"", ""options"": [""Резьбовые соединения рулевого управления не затянуты или не зафиксированы установленным способом."", ""В автобусе отсутствуют огнетушители."", ""В обоих случаях.""], ""correct_index"": 2, ""question_image"": null}","Группа № 3. Неисправности и условия, при которых запрещается эксплуатация транспортных средств",am,ru
45,"{""question"": ""Эксплуатация транспортных средств запрещена, если:"", ""options"": [""В рулевом управлении имеются не предусмотренные конструкцией перемещения деталей и узлов."", ""Спереди установлены указатели поворота с огнями белого цвета."", ""В обоих случаях.""], ""correct_index"": 0, ""question_image"": null}","Группа № 3. Неисправности и условия, при которых запрещается эксплуатация транспортных средств",am,ru
46,"{""question"": ""Эксплуатация транспортных средств запрещается, если:"", ""options"": [""Шины автобусов имеют остаточную высоту рисунка протектора"", ""8 мм."", ""Нарушена герметичность гидравлического тормозного привода."", ""В обоих случаях.""], ""correct_index"": 2, ""question_image"": null}","Группа № 3. Неисправности и условия, при которых запрещается эксплуатация транспортных средств",am,ru
47,"{""question"": ""Эксплуатация транспортных средств запрещается, если:"", ""options"": [""Не действует манометр пневматического тормозного привода."", ""Шины автобусов имеют остаточную высоту рисунка протектора"", ""6 мм."", ""В обоих случаях.""], ""correct_index"": 2, ""question_image"": null}","Группа № 3. Неисправности и условия, при которых запрещается эксплуатация транспортных средств",am,ru
48,"{""question"": ""Эксплуатация транспортных средств запрещается, если:"", ""options"": [""Не работают в установленном режиме внешние световые приборы."", ""Шины автобусов имеют остаточную высоту рисунка протектора"", ""8 мм."", ""В обоих случаях.""], ""correct_index"": 2, ""question_image"": null}","Группа № 3. Неисправности и условия, при которых запрещается эксплуатация транспортных средств",am,ru
49,"{""question"": ""Эксплуатация автобусов запрещается, если:"", ""options"": [""Авигатель работает с перебоями."", ""Шины имеют внешние повреждения, обнажающие корд."", ""В обоих случаях.""], ""correct_index"": 1, ""question_image"": null}","Группа № 3. Неисправности и условия, при которых запрещается эксплуатация транспортных средств",am,ru
50,"{""question"": ""Эксплуатация автобусов запрещается, если:"", ""options"": [""Отсутствует медицинская аптечка."", ""Шины имеют остаточную высоту рисунка протектора 2.2 мм."", ""В обоих случаях.""], ""correct_index"": 0, ""question_image"": null}","Группа № 3. Неисправности и условия, при которых запрещается эксплуатация транспортных средств",am,ru
51,"{""question"": ""Эксплуатация транспортных средств запрещается, если:"", ""options"": [""Не работают приборы внутреннего освещения салона легкового автомобиля."", ""Не работают приборы внутреннего освещения салона автобуса."", ""В обоих случаях.""], ""correct_index"": 1, ""question_image"": null}","Группа № 3. Неисправности и условия, при которых запрещается эксплуатация транспортных средств",am,ru
52,"{""question"": ""Эксплуатация транспортных средств запрещается, если:"", ""options"": [""Суммарный люфт в рулевом управлении автобуса, изготовленном на базе легкового автомобиля, превышает 10 градусов."", ""Отсутствуют предусмотренные конструкцией грязезащитные фартуки и брызговики."", ""В обоих случаях.""], ""correct_index"": 2, ""question_image"": null}","Группа № 3. Неисправности и условия, при которых запрещается эксплуатация транспортных средств",am,ru
53,"{""question"": ""Эксплуатация транспортных средств запрещается, если:"", ""options"": [""Суммарный люфт в рулевом управлении автобуса, изготовленном на базе легкового автомобиля, составляет 15 градусов."", ""Суммарный люфт в рулевом управлении автобуса составляет 15 градусов."", ""В обоих случаях.""], ""correct_index"": 0, ""question_image"": null}","Группа № 3. Неисправности и условия, при которых запрещается эксплуатация транспортных средств",am,ru
54,"{""question"": ""Эксплуатация автобусов запрещается, если:"", ""options"": [""Сзади установлены светоотражающие приспособления белого цвета."", ""Сзади установлены светоотражающие приспособления красного цвета."", ""В обоих случаях.""], ""correct_index"": 0, ""question_image"": null}","Группа № 3. Неисправности и условия, при которых запрещается эксплуатация транспортных средств",am,ru
55,"{""question"": ""Эксплуатация автобусов запрещается, если:"", ""options"": [""В автобусе имеются не менее 2 противооткатных упора."", ""Сзади установлены светоотражающие приспособления белого цвета."", ""В обоих случаях.""], ""correct_index"": 1, ""question_image"": null}","Группа № 3. Неисправности и условия, при которых запрещается эксплуатация транспортных средств",am,ru
56,"{""question"": ""Эксплуатация автобусов запрещается, если:"", ""options"": [""Не работают аварийные открыватели дверей."", ""Цифры и буквы учетных номерных знаков не повторяются на задней части кузова."", ""В обоих случаях.""], ""correct_index"": 2, ""question_image"": null}","Группа № 3. Неисправности и условия, при которых запрещается эксплуатация транспортных средств",am,ru
57,"{""question"": ""Эксплуатация автобусов запрещается, если:"", ""options"": [""Не работает сигнал требования остановки ."", ""Цифры и буквы учетных номерных знаков повторяются на задней части кузова."", ""В обоих случаях.""], ""correct_index"": 0, ""question_image"": null}","Группа № 3. Неисправности и условия, при которых запрещается эксплуатация транспортных средств",am,ru
58,"{""question"": ""Эксплуатация автобусов запрещается, если:"", ""options"": [""Шины имеют остаточную высоту рисунка протектора 1.6 мм."", ""Не работает указатель температуры охлаждающей жидкости двигателя."", ""В обоих случаях.""], ""correct_index"": 0, ""question_image"": null}","Группа № 3. Неисправности и условия, при которых запрещается эксплуатация транспортных средств",am,ru
59,"{""question"": ""Эксплуатация автобусов запрещается, если:"", ""options"": [""Шины имеют остаточную высоту рисунка протектора 2.5 мм."", ""Не работают приборы внутреннего освещения салона."", ""В обоих случаях.""], ""correct_index"": 1, ""question_image"": null}","Группа № 3. Неисправности и условия, при которых запрещается эксплуатация транспортных средств",am,ru
